node_id,num_sends,avg_latency_ms,min_latency_ms,max_latency_ms,timestamp
Nodo1,100,2.5770000054035336,1.5157000161707401,37.19000006094575,2026-05-25T10:40:34.600333
Nodo2,100,3.091977998847142,1.5089999651536345,46.05080001056194,2026-05-25T10:40:42.204171
Nodo3,100,3.4854919963981956,1.576900016516447,79.81689996086061,2026-05-25T10:40:49.913266
